person_age,gender,marital_status,income,no.of_dependents,person_emp_length,employment_stability,person_home_ownership,home_value,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,assets_worth,debt-asset_ratio,debt-income_ratio,tax,no.of _credit _cards,creditcard_usage%,cb_person_default_on_file,c_ length,defaulted_90d,defaulted_180d,defaulted_365d
26,Male,Married,54000,6,7,3,RENT,-,DEBTCONSOLIDATION,D,25000,14.83,1,5499759,0.45%,46.00%,10,2,6,Y,2,Y,Y,Y
23,Male,Un-Married,14000,4,2,2,OWN,8786247,DEBTCONSOLIDATION,D,4000,,1,8216422,0.05%,29.00%,5,1,68,N,3,Non-def,Non-def,Non-def
24,Male,Un-Married,200000,6,8,3,RENT,-,MEDICAL,B,12000,12.69,0,8673237,0.14%,6.00%,15,2,4,N,2,Non-def,Non-def,Non-def
24,Male,Un-Married,200000,4,8,3,MORTGAGE,9223800,HOMEIMPROVEMENT,C,12000,13.49,0,6399911,0.19%,6.00%,15,3,65,N,2,Non-def,Non-def,Non-def
21,Female,Un-Married,200000,3,5,2,MORTGAGE,8182323,EDUCATION,C,16000,14.65,0,2908703,0.55%,8.00%,15,3,21,N,4,Non-def,Non-def,Non-def
25,Female,Married,54000,0,3,2,RENT,-,HOMEIMPROVEMENT,E,25000,16.82,1,2987671,0.84%,46.00%,10,0,1,N,4,Non-def,Non-def,Non-def
23,Male,Un-Married,60000,2,3,2,RENT,-,PERSONAL,C,25000,12.73,1,6419433,0.39%,42.00%,10,1,47,N,3,Non-def,Non-def,Non-def
23,Male,Un-Married,60000,4,7,3,RENT,-,PERSONAL,B,25000,10.25,1,4753804,0.53%,42.00%,10,0,29,N,4,Non-def,Non-def,Non-def
21,Male,Un-Married,60000,3,6,3,RENT,-,EDUCATION,B,25000,10.99,1,8881699,0.28%,42.00%,10,1,34,N,4,Non-def,Non-def,Non-def
25,Male,Married,61959,1,9,3,RENT,-,MEDICAL,C,25000,12.73,1,5625084,0.44%,40.00%,10,2,51,N,2,Non-def,Non-def,Non-def
22,Male,Un-Married,56400,5,2,2,RENT,-,HOMEIMPROVEMENT,D,25000,14.96,1,3232635,0.77%,44.00%,10,2,38,Y,3,Y,Y,Y
23,Female,Un-Married,200000,5,7,3,MORTGAGE,5899182,EDUCATION,A,28000,,0,7175828,0.39%,14.00%,15,0,8,N,2,Non-def,Non-def,Non-def
21,Female,Un-Married,200000,6,2,2,MORTGAGE,4503999,DEBTCONSOLIDATION,C,25000,13.99,0,2804840,0.89%,13.00%,15,1,17,N,2,Non-def,Non-def,Non-def
24,Male,Un-Married,200000,5,3,2,MORTGAGE,9509432,VENTURE,A,24000,7.49,0,6663289,0.36%,12.00%,15,3,19,N,4,Non-def,Non-def,Non-def
26,Female,Married,200000,1,4,2,MORTGAGE,5143331,EDUCATION,C,15000,14.79,0,3195692,0.47%,7.00%,15,2,38,N,3,Non-def,Non-def,Non-def
25,Female,Married,200000,6,2,2,MORTGAGE,6977697,DEBTCONSOLIDATION,B,15500,11.99,0,8952046,0.17%,8.00%,15,1,4,N,2,Non-def,Non-def,Non-def
24,Female,Un-Married,200000,0,8,3,RENT,-,EDUCATION,A,10000,8.49,0,5062284,0.20%,5.00%,15,1,64,N,4,Non-def,Non-def,Non-def
24,Female,Un-Married,66000,4,3,2,RENT,-,EDUCATION,B,25000,9.91,1,2398459,1.04%,38.00%,10,1,45,N,2,Non-def,Non-def,Non-def
22,Male,Un-Married,66000,1,6,3,RENT,-,EDUCATION,C,25000,13.06,1,8077718,0.31%,38.00%,10,1,0,Y,3,N,Y,Y
22,Male,Un-Married,200000,3,6,3,MORTGAGE,6823529,DEBTCONSOLIDATION,A,9000,6.17,0,2659527,0.34%,4.00%,15,2,10,N,4,Non-def,Non-def,Non-def
144,Female,Married,200000,6,4,2,MORTGAGE,6902161,EDUCATION,B,6000,11.86,0,1057583,0.57%,3.00%,15,1,20,N,2,Non-def,Non-def,Non-def
25,Female,Married,200000,1,5,2,RENT,-,EDUCATION,D,18000,16.32,0,6559481,0.27%,9.00%,15,3,32,N,3,Non-def,Non-def,Non-def
25,Female,Married,200000,0,2,2,MORTGAGE,4027731,VENTURE,B,12000,10.38,0,2327973,0.52%,6.00%,15,2,8,N,2,Non-def,Non-def,Non-def
25,Female,Married,200000,5,9,3,MORTGAGE,6122922,PERSONAL,C,23050,14.35,0,5682903,0.41%,12.00%,15,1,35,N,3,Non-def,Non-def,Non-def
24,Male,Un-Married,200000,3,8,3,MORTGAGE,6354341,DEBTCONSOLIDATION,B,20000,,0,7993173,0.25%,10.00%,15,3,37,N,3,Non-def,Non-def,Non-def
24,Female,Un-Married,60000,1,2,2,RENT,-,DEBTCONSOLIDATION,E,25000,,1,5569460,0.45%,42.00%,10,2,59,Y,2,N,Y,Y
21,Female,Un-Married,14400,4,0,1,OWN,7824595,HOMEIMPROVEMENT,B,3000,,1,7857506,0.04%,21.00%,5,2,46,N,4,Non-def,Non-def,Non-def
26,Female,Married,66996,1,10,3,RENT,-,PERSONAL,D,25000,15.21,1,7016245,0.36%,37.00%,10,0,38,Y,2,N,N,Y
23,Female,Un-Married,67000,2,3,2,RENT,-,EDUCATION,A,25000,7.9,1,6138244,0.41%,37.00%,10,2,22,N,4,Non-def,Non-def,Non-def
24,Female,Un-Married,67000,4,2,2,RENT,-,VENTURE,B,25000,10.99,1,5396246,0.46%,37.00%,10,1,64,N,3,Non-def,Non-def,Non-def
24,Female,Un-Married,68000,3,5,2,RENT,-,PERSONAL,D,25000,14.09,1,2033748,1.23%,37.00%,10,1,50,Y,3,N,N,Y
25,Female,Married,69000,1,9,3,RENT,-,PERSONAL,D,25000,17.49,1,4164655,0.60%,36.00%,10,0,57,N,2,Non-def,Non-def,Non-def
25,Male,Married,200000,4,0,1,MORTGAGE,9427316,EDUCATION,B,12000,11.48,0,3782416,0.32%,6.00%,15,2,15,N,3,Non-def,Non-def,Non-def
26,Female,Married,188000,6,10,3,MORTGAGE,4106667,VENTURE,E,20000,17.74,1,2995609,0.67%,11.00%,15,0,7,N,2,Non-def,Non-def,Non-def
26,Female,Married,200000,1,4,2,MORTGAGE,6973178,PERSONAL,C,3000,13.92,0,1480734,0.20%,1.00%,15,0,57,N,3,Non-def,Non-def,Non-def
25,Female,Married,69996,4,9,3,RENT,-,EDUCATION,D,25000,15.21,1,1276912,1.96%,36.00%,10,0,26,N,3,Non-def,Non-def,Non-def
22,Male,Un-Married,14400,4,2,2,OWN,7950361,MEDICAL,B,4000,10.99,1,8819795,0.05%,28.00%,5,1,32,N,3,Non-def,Non-def,Non-def
24,Female,Un-Married,70000,0,3,2,RENT,-,EDUCATION,B,25000,11.86,1,1362151,1.84%,36.00%,10,3,43,N,4,Non-def,Non-def,Non-def
24,Male,Un-Married,14400,0,5,2,OWN,8157076,PERSONAL,A,6000,7.49,1,7556480,0.08%,42.00%,5,1,38,N,3,Non-def,Non-def,Non-def
24,Male,Un-Married,56100,1,7,3,RENT,-,MEDICAL,D,25000,16.49,1,7764512,0.32%,38.00%,10,0,6,N,4,Non-def,Non-def,Non-def
25,Female,Married,66000,3,9,3,RENT,-,VENTURE,D,25000,15.33,1,1655905,1.51%,38.00%,10,3,22,Y,2,N,N,Y
26,Female,Married,66000,4,3,2,RENT,-,HOMEIMPROVEMENT,B,25000,11.58,1,3743358,0.67%,38.00%,10,3,0,N,4,Non-def,Non-def,Non-def
25,Male,Married,14400,3,7,3,OWN,7754597,EDUCATION,A,5375,5.79,1,3518624,0.15%,37.00%,5,1,18,N,2,Non-def,Non-def,Non-def
25,Female,Married,72612,4,9,3,RENT,-,MEDICAL,C,25000,13.11,1,8618461,0.29%,34.00%,10,1,30,N,2,Non-def,Non-def,Non-def
23,Female,Un-Married,74000,3,3,2,RENT,-,MEDICAL,B,25000,10.36,1,8470640,0.30%,34.00%,10,3,26,N,3,Non-def,Non-def,Non-def
25,Female,Married,75000,4,9,3,RENT,-,DEBTCONSOLIDATION,B,25000,10.36,1,1608535,1.55%,33.00%,15,2,58,N,2,Non-def,Non-def,Non-def
24,Female,Un-Married,192000,6,0,1,RENT,-,MEDICAL,C,22000,,0,3439864,0.64%,11.00%,15,1,53,Y,2,Y,Y,Y
21,Female,Un-Married,192000,6,123,3,MORTGAGE,6682779,VENTURE,A,20000,6.54,0,8207107,0.24%,10.00%,15,3,42,N,4,Non-def,Non-def,Non-def
25,Female,Married,191000,4,1,1,MORTGAGE,6572144,MEDICAL,B,10000,12.53,0,1972246,0.51%,5.00%,15,0,23,N,4,Non-def,Non-def,Non-def
26,Female,Married,190300,2,5,2,MORTGAGE,8302549,PERSONAL,A,15000,,0,8846741,0.17%,8.00%,15,3,32,N,3,Non-def,Non-def,Non-def
22,Male,Un-Married,190000,0,3,2,MORTGAGE,5831718,VENTURE,C,10000,,0,6173106,0.16%,5.00%,15,0,23,N,3,Non-def,Non-def,Non-def
24,Female,Un-Married,75000,5,4,2,RENT,-,EDUCATION,B,25000,10.25,1,8335139,0.30%,33.00%,15,3,41,N,4,Non-def,Non-def,Non-def
22,Female,Un-Married,71000,6,1,1,RENT,-,EDUCATION,D,25000,15.95,1,6942212,0.36%,35.00%,10,0,10,Y,4,Y,Y,Y
26,Female,Married,190000,3,3,2,MORTGAGE,9815184,VENTURE,B,20000,12.18,0,2979918,0.67%,11.00%,15,1,8,N,4,Non-def,Non-def,Non-def
23,Female,Un-Married,189996,5,0,1,OWN,8118486,PERSONAL,B,24000,11.83,0,3833344,0.63%,13.00%,15,1,18,N,3,Non-def,Non-def,Non-def
23,Male,Un-Married,78000,5,7,3,RENT,-,DEBTCONSOLIDATION,C,25000,,1,3760725,0.66%,32.00%,15,3,5,Y,2,N,N,Y
23,Male,Un-Married,78000,6,1,1,RENT,-,VENTURE,B,25000,10.62,1,7410120,0.34%,32.00%,15,2,24,N,3,Non-def,Non-def,Non-def
23,Female,Un-Married,78504,2,7,3,RENT,-,VENTURE,B,25000,10.74,1,1630980,1.53%,32.00%,15,3,2,N,3,Non-def,Non-def,Non-def
25,Male,Married,186000,5,9,3,OWN,5217023,VENTURE,B,10000,10.25,0,7937387,0.13%,5.00%,15,1,41,N,4,Non-def,Non-def,Non-def
24,Female,Un-Married,185000,2,,1,MORTGAGE,8182380,EDUCATION,B,35000,12.42,0,1223336,2.86%,19.00%,15,0,46,N,2,Non-def,Non-def,Non-def
25,Female,Married,185000,0,6,3,RENT,-,VENTURE,C,15000,15.27,0,2974867,0.50%,8.00%,15,2,57,N,2,Non-def,Non-def,Non-def
24,Female,Un-Married,62050,3,8,3,RENT,-,MEDICAL,D,25000,15.33,1,2779842,0.90%,34.00%,10,2,34,Y,2,N,N,Y
23,Female,Un-Married,79416,0,7,3,RENT,-,VENTURE,D,25000,15.21,1,2608600,0.96%,31.00%,15,0,28,Y,2,N,Y,Y
21,Male,Un-Married,14400,5,4,2,OWN,8379470,VENTURE,C,6250,14.72,1,5845574,0.11%,43.00%,5,0,10,N,2,Non-def,Non-def,Non-def
24,Male,Un-Married,79631,1,8,3,RENT,-,PERSONAL,D,25000,15.7,1,4782804,0.52%,31.00%,15,3,60,Y,2,N,Y,Y
24,Female,Un-Married,79632,3,0,1,RENT,-,EDUCATION,C,25000,13.35,1,3019407,0.83%,31.00%,15,3,23,N,4,Non-def,Non-def,Non-def
21,Female,Un-Married,14400,2,0,1,MORTGAGE,4173398,MEDICAL,C,1500,,0,4970897,0.03%,10.00%,5,2,10,N,4,Non-def,Non-def,Non-def
24,Female,Un-Married,80000,4,6,3,RENT,-,EDUCATION,A,25000,6.62,1,4474380,0.56%,31.00%,15,1,34,N,2,Non-def,Non-def,Non-def
26,Female,Married,80000,6,5,2,RENT,-,DEBTCONSOLIDATION,C,25000,13.61,1,3004491,0.83%,31.00%,15,2,37,N,4,Non-def,Non-def,Non-def
22,Male,Un-Married,185000,1,4,2,RENT,-,MEDICAL,B,25000,11.36,0,6555388,0.38%,14.00%,15,3,39,N,2,Non-def,Non-def,Non-def
26,Female,Married,185000,5,10,3,OWN,5528670,PERSONAL,A,5000,7.68,0,6230343,0.08%,3.00%,15,3,49,N,2,Non-def,Non-def,Non-def
24,Female,Un-Married,184992,3,7,3,RENT,-,HOMEIMPROVEMENT,D,22000,14.46,0,5076163,0.43%,12.00%,15,3,11,Y,4,N,N,Y
23,Male,Un-Married,184000,6,5,2,OWN,6041503,EDUCATION,B,2500,11.83,0,2340654,0.11%,1.00%,15,0,53,N,2,Non-def,Non-def,Non-def
24,Male,Un-Married,172000,1,6,3,MORTGAGE,5795478,DEBTCONSOLIDATION,C,20000,13.47,1,6552521,0.31%,12.00%,15,2,43,Y,4,N,N,Y
24,Female,Un-Married,183000,3,2,2,MORTGAGE,7162255,MEDICAL,B,20000,11.49,0,7080898,0.28%,11.00%,15,3,16,N,3,Non-def,Non-def,Non-def
22,Male,Un-Married,183000,3,3,2,MORTGAGE,8661454,EDUCATION,A,1000,,0,2782939,0.04%,1.00%,15,3,4,N,2,Non-def,Non-def,Non-def
25,Male,Married,182952,4,9,3,MORTGAGE,5735350,PERSONAL,A,15000,6.03,0,1872810,0.80%,8.00%,15,2,16,N,3,Non-def,Non-def,Non-def
23,Female,Un-Married,74004,0,7,3,RENT,-,DEBTCONSOLIDATION,E,25000,16.35,1,4471181,0.56%,34.00%,10,1,48,N,4,Non-def,Non-def,Non-def
26,Male,Married,74004,2,10,3,RENT,-,DEBTCONSOLIDATION,D,25000,,1,5227098,0.48%,34.00%,10,2,70,Y,4,N,Y,Y
25,Male,Married,81000,5,5,2,RENT,-,DEBTCONSOLIDATION,A,25000,7.29,1,7194299,0.35%,31.00%,15,1,25,N,3,Non-def,Non-def,Non-def
23,Female,Un-Married,81600,3,1,1,RENT,-,MEDICAL,B,25000,11.36,1,4730749,0.53%,31.00%,15,0,52,N,3,Non-def,Non-def,Non-def
24,Male,Un-Married,82000,6,8,3,RENT,-,VENTURE,B,25000,10.25,0,7040137,0.36%,30.00%,15,0,0,N,2,Non-def,Non-def,Non-def
24,Male,Un-Married,83000,4,5,2,RENT,-,EDUCATION,B,25000,11.12,0,7472245,0.33%,30.00%,15,3,29,N,3,Non-def,Non-def,Non-def
24,Male,Un-Married,83000,0,5,2,RENT,-,PERSONAL,D,25000,12.92,0,1128573,2.22%,30.00%,15,0,57,Y,3,N,Y,Y
24,Male,Un-Married,180000,6,8,3,RENT,-,EDUCATION,E,18000,18.64,0,4981620,0.36%,10.00%,15,1,34,Y,4,N,Y,Y
23,Female,Un-Married,180000,0,8,3,MORTGAGE,8771979,PERSONAL,A,28000,7.51,0,4962703,0.56%,16.00%,15,2,54,N,3,Non-def,Non-def,Non-def
23,Male,Un-Married,14400,3,2,2,OWN,7025540,HOMEIMPROVEMENT,E,4000,16.7,1,6934374,0.06%,28.00%,5,0,5,N,2,Non-def,Non-def,Non-def
22,Female,Un-Married,14400,4,0,1,OWN,5483711,PERSONAL,B,2100,11.14,0,2719106,0.08%,15.00%,5,2,13,N,4,Non-def,Non-def,Non-def
22,Male,Un-Married,84500,2,6,3,RENT,-,PERSONAL,F,25000,18.3,0,1000456,2.50%,30.00%,15,1,15,N,4,Non-def,Non-def,Non-def
24,Female,Un-Married,85000,3,5,2,RENT,-,MEDICAL,B,25000,10.62,0,6068223,0.41%,29.00%,15,2,15,N,4,Non-def,Non-def,Non-def
24,Female,Un-Married,180000,1,7,3,MORTGAGE,5050722,VENTURE,B,14000,11.99,0,3913790,0.36%,8.00%,15,1,70,N,2,Non-def,Non-def,Non-def
26,Female,Married,180000,6,2,2,MORTGAGE,9342903,VENTURE,B,12000,9.63,0,5799124,0.21%,7.00%,15,2,61,N,4,Non-def,Non-def,Non-def
25,Male,Married,142800,4,9,3,MORTGAGE,4697022,MEDICAL,F,10000,18.25,1,7332346,0.14%,6.00%,15,3,17,N,4,Non-def,Non-def,Non-def
23,Male,Un-Married,14664,3,0,1,MORTGAGE,7807208,DEBTCONSOLIDATION,C,6000,,1,3793513,0.16%,41.00%,5,0,65,N,4,Non-def,Non-def,Non-def
24,Male,Un-Married,87000,4,8,3,RENT,-,HOMEIMPROVEMENT,D,25000,14.84,0,3235328,0.77%,29.00%,15,3,62,N,3,Non-def,Non-def,Non-def
24,Male,Un-Married,75000,2,0,1,RENT,-,VENTURE,E,25000,14.7,1,1948207,1.28%,33.00%,15,3,26,Y,3,N,N,Y
23,Male,Un-Married,76000,1,7,3,RENT,-,DEBTCONSOLIDATION,D,25000,16.02,1,5281381,0.47%,33.00%,15,3,32,N,4,Non-def,Non-def,Non-def
23,Female,Un-Married,66215,6,1,1,RENT,-,MEDICAL,D,25000,15.37,1,2317707,1.08%,32.00%,10,2,62,Y,2,N,N,Y
25,Female,Married,90000,6,9,3,RENT,-,MEDICAL,B,25000,10.99,0,4713056,0.53%,28.00%,15,0,19,N,4,Non-def,Non-def,Non-def
21,Male,Un-Married,15000,1,0,1,OWN,7170493,HOMEIMPROVEMENT,A,6200,7.9,1,7698903,0.08%,41.00%,5,0,7,N,2,Non-def,Non-def,Non-def
26,Female,Married,180000,6,2,2,OWN,8063789,PERSONAL,B,25000,10.99,0,7629210,0.33%,14.00%,15,2,8,N,4,Non-def,Non-def,Non-def
24,Male,Un-Married,180000,5,8,3,OWN,6095128,EDUCATION,B,21000,11.48,0,1393848,1.51%,12.00%,15,1,0,N,3,Non-def,Non-def,Non-def
25,Male,Married,180000,1,9,3,OWN,4949409,MEDICAL,C,20000,14.26,0,7217311,0.28%,11.00%,15,0,34,Y,4,N,Y,Y
26,Male,Married,180000,1,0,1,OWN,7790886,HOMEIMPROVEMENT,A,10000,8,0,3285075,0.30%,6.00%,15,0,65,N,4,Non-def,Non-def,Non-def
25,Male,Married,180000,5,3,2,MORTGAGE,7247751,VENTURE,B,9950,11.26,0,5120753,0.19%,6.00%,15,2,25,N,2,Non-def,Non-def,Non-def
23,Male,Un-Married,15000,3,7,3,OWN,8162201,MEDICAL,B,4475,,1,5043250,0.09%,30.00%,5,2,27,N,4,Non-def,Non-def,Non-def
23,Male,Un-Married,78000,3,2,2,RENT,-,VENTURE,D,25000,16.32,1,6118877,0.41%,32.00%,15,3,4,Y,3,Y,Y,Y
25,Female,Married,66300,2,3,2,RENT,-,MEDICAL,E,25000,17.93,1,8818959,0.28%,32.00%,10,1,51,Y,4,N,N,Y
23,Female,Un-Married,90000,5,0,1,RENT,-,DEBTCONSOLIDATION,B,25000,11.36,0,5293927,0.47%,28.00%,15,2,69,N,3,Non-def,Non-def,Non-def
24,Female,Un-Married,79000,3,9,3,RENT,-,DEBTCONSOLIDATION,D,25000,14.96,1,6732578,0.37%,32.00%,15,1,15,Y,4,N,Y,Y
24,Male,Un-Married,91800,2,4,2,RENT,-,PERSONAL,C,25000,13.43,0,3624584,0.69%,27.00%,15,2,3,Y,3,N,Y,Y
25,Male,Married,92000,0,6,3,RENT,-,HOMEIMPROVEMENT,B,25000,12.69,0,6285129,0.40%,27.00%,15,3,31,N,3,Non-def,Non-def,Non-def
24,Male,Un-Married,92000,5,1,1,RENT,-,VENTURE,C,25000,12.73,0,1094301,2.28%,27.00%,15,3,47,Y,4,N,N,Y
23,Male,Un-Married,93600,0,3,2,RENT,-,VENTURE,D,25000,15.21,0,8949330,0.28%,27.00%,15,1,12,N,4,Non-def,Non-def,Non-def
23,Female,Un-Married,15000,2,1,1,MORTGAGE,5712986,MEDICAL,C,1750,12.68,0,8766424,0.02%,12.00%,5,0,10,Y,3,N,N,Y
23,Female,Un-Married,70550,2,3,2,RENT,-,MEDICAL,F,25000,19.04,1,2685534,0.93%,30.00%,10,0,23,Y,4,Y,Y,Y
25,Female,Married,83800,1,2,2,RENT,-,DEBTCONSOLIDATION,D,25000,15.95,1,8530982,0.29%,30.00%,15,2,5,Y,3,N,Y,Y
26,Male,Married,175000,2,3,2,MORTGAGE,6886394,VENTURE,A,2600,8.9,0,4545653,0.06%,1.00%,15,2,54,N,4,Non-def,Non-def,Non-def
25,Male,Married,175000,0,10,3,MORTGAGE,9711822,HOMEIMPROVEMENT,A,8000,7.9,0,4015064,0.20%,5.00%,15,2,59,N,2,Non-def,Non-def,Non-def
22,Female,Un-Married,175000,2,6,3,MORTGAGE,4358618,EDUCATION,B,18000,,0,8706785,0.21%,10.00%,15,0,10,N,2,Non-def,Non-def,Non-def
23,Male,Un-Married,175000,6,8,3,MORTGAGE,9115384,PERSONAL,B,21000,11.99,0,1249451,1.68%,12.00%,15,1,36,N,3,Non-def,Non-def,Non-def
23,Male,Un-Married,15000,0,4,2,OWN,9677861,DEBTCONSOLIDATION,C,4000,13.98,1,1692693,0.24%,27.00%,5,2,40,N,4,Non-def,Non-def,Non-def
23,Male,Un-Married,15000,3,4,2,OWN,6418609,VENTURE,B,4600,10.99,1,6525551,0.07%,31.00%,5,2,11,N,2,Non-def,Non-def,Non-def
22,Female,Un-Married,88000,2,6,3,RENT,-,DEBTCONSOLIDATION,D,25000,15.58,1,8247712,0.30%,28.00%,15,3,57,Y,2,N,Y,Y
25,Male,Married,74800,1,2,2,RENT,-,MEDICAL,B,25000,10.99,1,8017398,0.31%,28.00%,10,1,15,N,2,Non-def,Non-def,Non-def
25,Female,Married,88000,0,0,1,RENT,-,VENTURE,D,25000,14.96,1,2896008,0.86%,28.00%,15,3,22,N,4,Non-def,Non-def,Non-def
25,Male,Married,15000,0,2,2,OWN,8217759,HOMEIMPROVEMENT,D,1750,15.31,0,1613856,0.11%,12.00%,5,0,52,Y,4,N,N,Y
26,Female,Married,88000,2,2,2,RENT,-,VENTURE,D,25000,15.65,1,8643247,0.29%,28.00%,15,0,29,N,3,Non-def,Non-def,Non-def
25,Female,Married,100000,3,1,1,RENT,-,VENTURE,B,25000,9.33,0,1126440,2.22%,25.00%,15,1,7,N,4,Non-def,Non-def,Non-def
23,Female,Un-Married,15000,0,0,1,MORTGAGE,8076170,PERSONAL,C,3600,13.47,1,7747426,0.05%,24.00%,5,0,35,N,4,Non-def,Non-def,Non-def
24,Female,Un-Married,102400,1,8,3,RENT,-,PERSONAL,B,25000,10.36,0,7542777,0.33%,24.00%,15,1,12,N,3,Non-def,Non-def,Non-def
24,Male,Un-Married,92000,6,1,1,RENT,-,HOMEIMPROVEMENT,E,25000,16.77,1,8477008,0.29%,27.00%,15,2,10,Y,4,N,Y,Y
23,Female,Un-Married,93000,6,0,1,RENT,-,DEBTCONSOLIDATION,D,25000,14.59,1,4414975,0.57%,27.00%,15,1,23,Y,2,Y,Y,Y
22,Male,Un-Married,175000,2,6,3,RENT,-,VENTURE,C,3500,11.91,0,1940738,0.18%,2.00%,15,2,29,Y,2,N,Y,Y
23,Male,Un-Married,175000,4,3,2,MORTGAGE,4714960,EDUCATION,A,7200,8.38,0,1665872,0.43%,4.00%,15,3,24,N,3,Non-def,Non-def,Non-def
25,Female,Married,174708,2,9,3,RENT,-,VENTURE,B,9000,10.59,0,5045077,0.18%,5.00%,15,1,44,N,3,Non-def,Non-def,Non-def
25,Female,Married,174000,2,2,2,MORTGAGE,6133830,DEBTCONSOLIDATION,C,8800,14.27,0,4850570,0.18%,5.00%,15,0,29,N,3,Non-def,Non-def,Non-def
26,Female,Married,174000,2,8,3,RENT,-,DEBTCONSOLIDATION,B,12000,12.53,0,4330279,0.28%,7.00%,15,1,68,N,4,Non-def,Non-def,Non-def
25,Male,Married,162000,3,5,2,MORTGAGE,4176446,DEBTCONSOLIDATION,E,25000,16,1,2792658,0.90%,15.00%,15,2,26,Y,3,N,N,Y
26,Female,Married,173467,5,10,3,MORTGAGE,7801244,VENTURE,B,10000,11.71,0,4615933,0.22%,6.00%,15,1,46,N,4,Non-def,Non-def,Non-def
21,Female,Un-Married,15000,5,0,1,OWN,5771830,HOMEIMPROVEMENT,C,3175,11.54,1,1103571,0.29%,21.00%,5,2,0,Y,3,Y,Y,Y
25,Female,Married,96000,4,2,2,RENT,-,HOMEIMPROVEMENT,E,25000,15.68,1,2880805,0.87%,26.00%,15,3,42,Y,4,N,Y,Y
21,Male,Un-Married,15120,0,0,1,MORTGAGE,9993027,EDUCATION,B,1500,10.59,0,3780641,0.04%,10.00%,5,1,45,N,2,Non-def,Non-def,Non-def
24,Female,Un-Married,97908,2,8,3,RENT,-,HOMEIMPROVEMENT,D,25000,12.61,1,2370009,1.05%,26.00%,15,2,47,Y,2,N,Y,Y
26,Male,Married,110000,6,3,2,RENT,-,PERSONAL,C,25000,,0,7052658,0.35%,23.00%,15,2,25,Y,2,Y,Y,Y
23,Female,Un-Married,15204,1,7,3,MORTGAGE,7226585,PERSONAL,A,2800,8.49,1,3071066,0.09%,18.00%,5,3,28,N,3,Non-def,Non-def,Non-def
25,Female,Married,159600,3,0,1,RENT,-,PERSONAL,D,30000,17.27,1,8352141,0.36%,19.00%,15,1,15,Y,4,Y,Y,Y
24,Male,Un-Married,171500,1,6,3,RENT,-,DEBTCONSOLIDATION,A,18000,8.9,0,3018359,0.60%,10.00%,15,3,21,N,4,Non-def,Non-def,Non-def
25,Female,Married,170004,1,3,2,MORTGAGE,4458279,MEDICAL,B,10000,11.11,0,7527752,0.13%,6.00%,15,0,68,N,4,Non-def,Non-def,Non-def
24,Female,Un-Married,158004,2,0,1,RENT,-,HOMEIMPROVEMENT,D,25000,14.59,1,7127422,0.35%,16.00%,15,1,38,Y,2,N,N,Y
26,Male,Married,170000,3,0,1,RENT,-,VENTURE,B,13000,12.42,0,1803948,0.72%,8.00%,15,1,64,N,3,Non-def,Non-def,Non-def
24,Female,Un-Married,83300,0,0,1,RENT,-,MEDICAL,D,25000,,1,8673080,0.29%,26.00%,15,2,21,N,2,Non-def,Non-def,Non-def
24,Male,Un-Married,110000,2,7,3,RENT,-,HOMEIMPROVEMENT,D,25000,15.7,0,6523619,0.38%,23.00%,15,0,10,Y,2,Y,Y,Y
22,Female,Un-Married,15360,1,7,3,OWN,8009159,HOMEIMPROVEMENT,B,2500,12.53,1,5696223,0.04%,16.00%,5,1,59,N,3,Non-def,Non-def,Non-def
25,Female,Married,134300,6,3,2,RENT,-,MEDICAL,D,5000,16.49,1,3449090,0.14%,3.00%,15,3,17,N,2,Non-def,Non-def,Non-def
25,Male,Married,170000,4,2,2,MORTGAGE,9121397,EDUCATION,A,20000,7.49,0,7776772,0.26%,12.00%,15,2,18,N,2,Non-def,Non-def,Non-def
22,Female,Un-Married,100580,6,6,3,RENT,-,DEBTCONSOLIDATION,D,25000,14.96,1,8846694,0.28%,25.00%,15,2,44,Y,2,Y,Y,Y
25,Male,Married,113000,6,7,3,RENT,-,MEDICAL,C,25000,12.73,0,7363299,0.34%,22.00%,15,2,37,Y,4,N,Y,Y
24,Female,Un-Married,120000,1,8,3,RENT,-,EDUCATION,B,25000,10.65,0,4312817,0.58%,21.00%,15,1,34,N,4,Non-def,Non-def,Non-def
25,Male,Married,120000,0,6,3,RENT,-,MEDICAL,B,25000,10.74,0,3798466,0.66%,21.00%,15,2,70,N,2,Non-def,Non-def,Non-def
23,Female,Un-Married,120000,3,7,3,RENT,-,EDUCATION,B,25000,9.99,0,5112997,0.49%,21.00%,15,2,41,N,2,Non-def,Non-def,Non-def
24,Female,Un-Married,91800,1,5,2,RENT,-,MEDICAL,D,25000,15.33,1,3992233,0.63%,23.00%,15,0,12,Y,2,N,N,Y
21,Female,Un-Married,15600,5,5,2,OWN,6440704,VENTURE,A,1000,7.29,0,5189226,0.02%,6.00%,5,1,51,N,4,Non-def,Non-def,Non-def
26,Male,Married,108000,2,2,2,RENT,-,PERSONAL,D,25000,15.05,1,2326557,1.07%,23.00%,15,3,29,N,3,Non-def,Non-def,Non-def
26,Male,Married,129996,6,6,3,RENT,-,PERSONAL,B,25000,10.75,0,8254533,0.30%,19.00%,15,0,2,N,3,Non-def,Non-def,Non-def
